airline_sentiment,clean_text,airline
negative,hearing lot instead feedback get back home,US Airways
negative,ass backwards process using credits flights even trying get hold customer relations impossible,US Airways
negative,destroying lives eastern lively little event profits,US Airways
negative,hour cross country morning flight food badservice,US Airways
negative,understood sympathetic get back shouldnt pay especially switched flight,US Airways
negative,bought tickets months ago seats together havent changed flight kids seats scattered plane,US Airways
negative,person check people plane boards minutes telling people exec benes honored,US Airways
negative,cancelled flightled due maintenance plane hours get shit together lot people unhappy,US Airways
negative,year every time us air something happens sat waiting rescheduled flight hours say,US Airways
negative,switched american airlines flight choice charged bags thought yall merged,US Airways
negative,flight cost happens fly problems come us times,US Airways
negative,got philly monday got final destination south carolina wednesday acceptable,US Airways
negative,hour still one yuma counter,US Airways
negative,people line stupid heck,US Airways
negative,people line waiting minutes customer service representative,US Airways
negative,feel sorry aa,US Airways
negative,one yuma ticket counter minutes people line terrible service,US Airways
negative,amazing day delayed hrs bc frozen ho plane sitting gate plane mins still waiting flight,US Airways
negative,stuck philadelphia airport hours due maintenance dreading flight back home disgusting,US Airways
negative,ill sincerely regret dividend miles good things coming end,US Airways
positive,thanks,US Airways
negative,thanks telling flight time plane broken youre inferior airline,US Airways
negative,ive called resolve dividend miles issue week avail please advise asap,US Airways
negative,finally answered rude didnt help,US Airways
positive,success made flight please thank crew great time recovery,US Airways
positive,far good week sav clt boarded departure time first time weeks perhaps time departure,US Airways
negative,ive hold mins counting cause charged credit card bag provided receipt said error awful,US Airways
negative,still sitting feels badly handled,US Airways
positive,lilly sju check fabulous,US Airways
negative,hold two hours got hung oh god,US Airways
negative,phone hold mins trying speak agent cant change reservation online sigh badcustomerexperience,US Airways
positive,thats thank,US Airways
negative,ive music hold hour trying get aadvantage membership merged someone please call asap,US Airways
negative,sorry meant flight supposed depart says issue,US Airways
negative,moving seats bought months ago happens far often,US Airways
negative,could change name dothatd awesome also plane smells like onion rings,US Airways
positive,tbt every day,US Airways
negative,whats issue flight jax delayed tonight,US Airways
negative,got rebooked sent wrong gate traveled back b correct flight tiredampfrustrated,US Airways
positive,dl send ethan new pants white revive laundry tabs hes great guy good crew hes err single,US Airways
negative,updates flight philly la sitting gate close hours,US Airways
negative,prices honored ive waited hours hold make sure still get prices originally started,US Airways
positive,thank refunding bag fee look forward return today hope,US Airways
negative,whats happening phl lax hr delay poor communication,US Airways
negative,stuck phx overnight service getting worse flying southwest,US Airways
negative,left us stay flight got bags sucks run baby bags,US Airways
negative,passed frustrated hours ago asked get first plane sat hour,US Airways
positive,thank,US Airways
negative,another bad experience today frozen pipes missing connection,US Airways
negative,course yeah travel gotten harder ask passengers switch fact attitude,US Airways
negative,never imagined would hard spend money us air stubbornly hoping someone come back phone,US Airways
negative,found great prices thru us air honeymoon website wont work hold hour told min,US Airways
